Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Postal_Code,Region,Product_ID,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Order_Day,Order_Month,Order_Year,Ship_Day,Ship_Month,Ship_Year,Shipping_Delay,Profit_Margin
5708,Us-2015-160857,2015-08-05,2015-05-15,Standard Class,Nw-18400,Natalie Webber,Consumer,United States,New York City,New York,10024,East,Fur-Fu-10001095,Furniture,Furnishings,Dax Black Cherry Wood-Tone Poster Frame,79.44,3,0.0,30.19,5,August,2015,15,May,2015,-82,0.38
5709,Us-2015-160857,2015-08-05,2015-05-15,Standard Class,Nw-18400,Natalie Webber,Consumer,United States,New York City,New York,10024,East,Off-Su-10000157,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,357.93,3,0.0,7.16,5,August,2015,15,May,2015,-82,0.02
5710,Us-2015-160857,2015-08-05,2015-05-15,Standard Class,Nw-18400,Natalie Webber,Consumer,United States,New York City,New York,10024,East,Fur-Ch-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",127.76,2,0.1,21.29,5,August,2015,15,May,2015,-82,0.17
5711,Us-2015-160857,2015-08-05,2015-05-15,Standard Class,Nw-18400,Natalie Webber,Consumer,United States,New York City,New York,10024,East,Tec-Co-10004115,Technology,Copiers,Sharp Al-1530Cs Digital Copier,2799.94,7,0.2,1014.98,5,August,2015,15,May,2015,-82,0.36
5712,Us-2015-160857,2015-08-05,2015-05-15,Standard Class,Nw-18400,Natalie Webber,Consumer,United States,New York City,New York,10024,East,Off-Pa-10003363,Office Supplies,Paper,Xerox 204,19.44,3,0.0,9.33,5,August,2015,15,May,2015,-82,0.48
5713,Ca-2017-115805,2017-07-31,2017-07-31,Same Day,Kw-16435,Katrina Willman,Consumer,United States,Chicago,Illinois,60653,Central,Tec-Ph-10003092,Technology,Phones,Motorola L804,36.79,1,0.2,4.14,31,July,2017,31,July,2017,0,0.11
5714,Us-2014-143707,2014-01-03,2014-05-03,Standard Class,Hr-14770,Hallie Redmond,Home Office,United States,New York City,New York,10035,East,Tec-Ph-10003655,Technology,Phones,Sannysis Cute Owl Design Soft Skin Case Cover For Samsung Galaxy S4,5.94,3,0.0,1.6,3,January,2014,3,May,2014,120,0.27
5715,Ca-2017-116939,2017-09-25,2017-09-29,Standard Class,Ag-10900,Arthur Gainer,Consumer,United States,Richmond,Virginia,23223,South,Off-St-10001476,Office Supplies,Storage,Steel Personal Filing/Posting Tote,177.55,5,0.0,47.94,25,September,2017,29,September,2017,4,0.27
5716,Ca-2015-124107,2015-09-10,2015-12-10,Second Class,Bm-11650,Brian Moss,Corporate,United States,Ann Arbor,Michigan,48104,Central,Tec-Ac-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,619.95,5,0.0,111.59,10,September,2015,10,December,2015,91,0.18
5717,Ca-2015-124107,2015-09-10,2015-12-10,Second Class,Bm-11650,Brian Moss,Corporate,United States,Ann Arbor,Michigan,48104,Central,Tec-Ph-10003875,Technology,Phones,Kld Oscar Ii Style Snap-On Ultra Thin Side Flip Synthetic Leather Cover Case For Htc One Htc M7,29.16,3,0.0,8.46,10,September,2015,10,December,2015,91,0.29
5718,Ca-2015-124107,2015-09-10,2015-12-10,Second Class,Bm-11650,Brian Moss,Corporate,United States,Ann Arbor,Michigan,48104,Central,Off-En-10003286,Office Supplies,Envelopes,Staple Envelope,57.96,7,0.0,27.24,10,September,2015,10,December,2015,91,0.47
5719,Ca-2015-124107,2015-09-10,2015-12-10,Second Class,Bm-11650,Brian Moss,Corporate,United States,Ann Arbor,Michigan,48104,Central,Off-Ap-10003971,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,29.4,3,0.1,5.23,10,September,2015,10,December,2015,91,0.18
5720,Ca-2017-126550,2017-03-29,2017-02-04,Second Class,Rd-19720,Roger Demir,Consumer,United States,Lafayette,Indiana,47905,Central,Off-St-10001031,Office Supplies,Storage,Adjustable Personal File Tote,81.4,5,0.0,21.16,29,March,2017,4,February,2017,-53,0.26
5721,Ca-2015-138674,2015-11-14,2015-11-17,First Class,Kb-16585,Ken Black,Corporate,United States,Springfield,Oregon,97477,West,Off-Fa-10000304,Office Supplies,Fasteners,Advantus Push Pins,8.72,5,0.2,2.29,14,November,2015,17,November,2015,3,0.26
5722,Ca-2015-138674,2015-11-14,2015-11-17,First Class,Kb-16585,Ken Black,Corporate,United States,Springfield,Oregon,97477,West,Tec-Ac-10000358,Technology,Accessories,Imation Secure Drive + Hardware Encrypted Usb Flash Drive - 16 Gb,91.18,3,0.2,4.56,14,November,2015,17,November,2015,3,0.05
5723,Ca-2015-138674,2015-11-14,2015-11-17,First Class,Kb-16585,Ken Black,Corporate,United States,Springfield,Oregon,97477,West,Tec-Ac-10002800,Technology,Accessories,Plantronics Audio 478 Stereo Usb Headset,159.97,4,0.2,29.99,14,November,2015,17,November,2015,3,0.19
5724,Ca-2016-165820,2016-09-26,2016-09-30,Standard Class,Dw-13585,Dorothy Wardle,Corporate,United States,San Francisco,California,94109,West,Off-Pa-10004735,Office Supplies,Paper,Xerox 1905,12.96,2,0.0,6.22,26,September,2016,30,September,2016,4,0.48
5725,Ca-2014-103191,2014-09-22,2014-09-27,Standard Class,Vg-21805,Vivek Grady,Corporate,United States,Chicago,Illinois,60653,Central,Off-St-10002574,Office Supplies,Storage,"Safco Commercial Wire Shelving, Black",331.54,3,0.2,-82.88,22,September,2014,27,September,2014,5,-0.25
5726,Ca-2015-103933,2015-09-25,2015-09-27,First Class,Dr-12880,Dan Reichenbach,Corporate,United States,New York City,New York,10011,East,Tec-Ac-10004171,Technology,Accessories,Razer Kraken 7.1 Surround Sound Over Ear Usb Gaming Headset,899.91,9,0.0,395.96,25,September,2015,27,September,2015,2,0.44
5727,Ca-2015-110548,2015-04-05,2015-08-05,Standard Class,Ah-10690,Anna Häberlin,Corporate,United States,Houston,Texas,77095,Central,Tec-Ph-10002922,Technology,Phones,Shoretel Shorephone Ip 230 Voip Phone,946.34,7,0.2,118.29,5,April,2015,5,August,2015,122,0.12
5728,Ca-2017-117324,2017-08-12,2017-12-13,Standard Class,Jp-15520,Jeremy Pistek,Consumer,United States,Madison,Wisconsin,53711,Central,Tec-Ac-10003023,Technology,Accessories,Logitech G105 Gaming Keyboard,178.11,3,0.0,32.06,12,August,2017,13,December,2017,123,0.18
5729,Ca-2017-117324,2017-08-12,2017-12-13,Standard Class,Jp-15520,Jeremy Pistek,Consumer,United States,Madison,Wisconsin,53711,Central,Off-Ap-10003590,Office Supplies,Appliances,Hoover Windtunnel Plus Canister Vacuum,1089.75,3,0.0,305.13,12,August,2017,13,December,2017,123,0.28
5730,Ca-2017-117324,2017-08-12,2017-12-13,Standard Class,Jp-15520,Jeremy Pistek,Consumer,United States,Madison,Wisconsin,53711,Central,Off-La-10003510,Office Supplies,Labels,"Avery 4027 File Folder Labels For Dot Matrix Printers, 5000 Labels Per Box, White",61.06,2,0.0,28.09,12,August,2017,13,December,2017,123,0.46
5731,Ca-2017-117324,2017-08-12,2017-12-13,Standard Class,Jp-15520,Jeremy Pistek,Consumer,United States,Madison,Wisconsin,53711,Central,Fur-Bo-10003159,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",459.92,4,0.0,41.39,12,August,2017,13,December,2017,123,0.09
5732,Ca-2017-117324,2017-08-12,2017-12-13,Standard Class,Jp-15520,Jeremy Pistek,Consumer,United States,Madison,Wisconsin,53711,Central,Off-Pa-10002713,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” X 11”",27.52,4,0.0,12.66,12,August,2017,13,December,2017,123,0.46
5733,Ca-2017-143574,2017-06-29,2017-02-07,First Class,Dr-12880,Dan Reichenbach,Corporate,United States,Milford,Connecticut,6460,East,Fur-Bo-10002598,Furniture,Bookcases,"Hon Metal Bookcases, Putty",638.82,9,0.0,185.26,29,June,2017,7,February,2017,-142,0.29
5734,Ca-2017-143574,2017-06-29,2017-02-07,First Class,Dr-12880,Dan Reichenbach,Corporate,United States,Milford,Connecticut,6460,East,Off-Su-10002537,Office Supplies,Supplies,Acme Box Cutter Scissors,30.69,3,0.0,7.98,29,June,2017,7,February,2017,-142,0.26
5735,Ca-2017-143574,2017-06-29,2017-02-07,First Class,Dr-12880,Dan Reichenbach,Corporate,United States,Milford,Connecticut,6460,East,Fur-Fu-10003976,Furniture,Furnishings,"Dax Executive Solid Wood Document Frame, Desktop Or Hang, Mahogany, 5 X 7",25.16,2,0.0,8.55,29,June,2017,7,February,2017,-142,0.34
5736,Ca-2014-111773,2014-06-29,2014-03-07,Standard Class,Jk-15625,Jim Karlsson,Consumer,United States,New York City,New York,10024,East,Off-Bi-10000174,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool For Ring Binders, Clear",13.92,3,0.2,4.87,29,June,2014,7,March,2014,-114,0.35
5737,Ca-2014-148614,2014-01-20,2014-01-25,Standard Class,Mv-17485,Mark Van Huff,Consumer,United States,Los Angeles,California,90049,West,Off-Pa-10002893,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" X 4""",19.36,2,0.0,9.29,20,January,2014,25,January,2014,5,0.48
5738,Ca-2014-148614,2014-01-20,2014-01-25,Standard Class,Mv-17485,Mark Van Huff,Consumer,United States,Los Angeles,California,90049,West,Fur-Fu-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",19.3,2,0.0,5.79,20,January,2014,25,January,2014,5,0.3
5739,Ca-2017-156139,2016-12-31,2017-06-01,Standard Class,Bp-11155,Becky Pak,Consumer,United States,San Francisco,California,94109,West,Off-Bi-10004233,Office Supplies,Binders,"Gbc Pre-Punched Binding Paper, Plastic, White, 8-1/2"" X 11""",38.38,3,0.2,13.43,31,December,2016,1,June,2017,152,0.35
5740,Us-2017-147886,2017-03-28,2017-03-31,First Class,Dh-13075,Dave Hallsten,Corporate,United States,Fairfield,California,94533,West,Off-Pa-10000232,Office Supplies,Paper,Xerox 1975,12.96,2,0.0,6.35,28,March,2017,31,March,2017,3,0.49
5741,Us-2017-147886,2017-03-28,2017-03-31,First Class,Dh-13075,Dave Hallsten,Corporate,United States,Fairfield,California,94533,West,Fur-Fu-10001095,Furniture,Furnishings,Dax Black Cherry Wood-Tone Poster Frame,26.48,1,0.0,10.06,28,March,2017,31,March,2017,3,0.38
5742,Us-2017-147886,2017-03-28,2017-03-31,First Class,Dh-13075,Dave Hallsten,Corporate,United States,Fairfield,California,94533,West,Tec-Ma-10004679,Technology,Machines,Startech.Com 10/100 Vdsl2 Ethernet Extender Kit,532.72,2,0.2,53.27,28,March,2017,31,March,2017,3,0.1
5743,Us-2017-147886,2017-03-28,2017-03-31,First Class,Dh-13075,Dave Hallsten,Corporate,United States,Fairfield,California,94533,West,Off-Pa-10003651,Office Supplies,Paper,Xerox 1968,26.72,4,0.0,12.83,28,March,2017,31,March,2017,3,0.48
5744,Us-2017-147886,2017-03-28,2017-03-31,First Class,Dh-13075,Dave Hallsten,Corporate,United States,Fairfield,California,94533,West,Off-Pa-10000743,Office Supplies,Paper,Xerox 1977,20.04,3,0.0,9.62,28,March,2017,31,March,2017,3,0.48
5745,Us-2017-147886,2017-03-28,2017-03-31,First Class,Dh-13075,Dave Hallsten,Corporate,United States,Fairfield,California,94533,West,Off-St-10002743,Office Supplies,Storage,Safco Boltless Steel Shelving,795.48,7,0.0,7.95,28,March,2017,31,March,2017,3,0.01
5746,Us-2017-147886,2017-03-28,2017-03-31,First Class,Dh-13075,Dave Hallsten,Corporate,United States,Fairfield,California,94533,West,Fur-Fu-10003829,Furniture,Furnishings,Stackable Trays,21.56,7,0.0,6.9,28,March,2017,31,March,2017,3,0.32
5747,Ca-2016-113733,2016-08-12,2016-12-12,Standard Class,Lh-16900,Lena Hernandez,Consumer,United States,Greenville,North Carolina,27834,South,Tec-Ph-10002496,Technology,Phones,Cisco Spa301,249.58,2,0.2,31.2,12,August,2016,12,December,2016,122,0.13
5748,Ca-2016-113733,2016-08-12,2016-12-12,Standard Class,Lh-16900,Lena Hernandez,Consumer,United States,Greenville,North Carolina,27834,South,Tec-Ac-10002473,Technology,Accessories,Maxell 4.7Gb Dvd-R,68.11,3,0.2,17.88,12,August,2016,12,December,2016,122,0.26
5749,Ca-2016-113733,2016-08-12,2016-12-12,Standard Class,Lh-16900,Lena Hernandez,Consumer,United States,Greenville,North Carolina,27834,South,Tec-Ac-10004877,Technology,Accessories,Imation 30456 Usb Flash Drive 8Gb,16.56,3,0.2,-2.48,12,August,2016,12,December,2016,122,-0.15
5750,Ca-2017-104913,2017-11-18,2017-11-22,Standard Class,Dk-13090,Dave Kipp,Consumer,United States,Long Beach,New York,11561,East,Tec-Ph-10000923,Technology,Phones,"Belkin Sportfit Armband For Iphone 5S/5C, Fuchsia",74.95,5,0.0,36.73,18,November,2017,22,November,2017,4,0.49
5751,Ca-2014-145800,2014-05-30,2014-05-06,Standard Class,Ss-20410,Shahid Shariari,Consumer,United States,Buffalo Grove,Illinois,60089,Central,Fur-Ta-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,355.46,3,0.5,-184.84,30,May,2014,6,May,2014,-24,-0.52
5752,Ca-2016-125850,2016-01-22,2016-01-28,Standard Class,Fp-14320,Frank Preis,Consumer,United States,San Diego,California,92037,West,Off-La-10003498,Office Supplies,Labels,Avery 475,44.4,3,0.0,22.2,22,January,2016,28,January,2016,6,0.5
5753,Ca-2016-125850,2016-01-22,2016-01-28,Standard Class,Fp-14320,Frank Preis,Consumer,United States,San Diego,California,92037,West,Off-La-10004484,Office Supplies,Labels,Avery 476,20.65,5,0.0,9.5,22,January,2016,28,January,2016,6,0.46
5754,Ca-2016-118514,2016-03-02,2016-10-02,Standard Class,Lc-17050,Liz Carlisle,Consumer,United States,Richmond,Kentucky,40475,South,Fur-Ch-10000015,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,866.4,4,0.0,225.26,2,March,2016,2,October,2016,214,0.26
5755,Ca-2015-150749,2015-03-29,2015-03-04,Second Class,As-10240,Alan Shonely,Consumer,United States,Springfield,Virginia,22153,South,Off-Ar-10003732,Office Supplies,Art,Newell 333,5.56,2,0.0,1.45,29,March,2015,4,March,2015,-25,0.26
5756,Ca-2014-163748,2014-10-14,2014-10-18,Standard Class,Hg-15025,Hunter Glantz,Consumer,United States,Fort Worth,Texas,76106,Central,Off-Ap-10004052,Office Supplies,Appliances,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",3.16,4,0.8,-8.53,14,October,2014,18,October,2014,4,-2.7
5757,Ca-2014-163748,2014-10-14,2014-10-18,Standard Class,Hg-15025,Hunter Glantz,Consumer,United States,Fort Worth,Texas,76106,Central,Tec-Co-10002095,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,1999.96,5,0.2,624.99,14,October,2014,18,October,2014,4,0.31
5758,Ca-2015-119634,2015-11-08,2015-08-16,Standard Class,Bw-11065,Barry Weirich,Consumer,United States,Raleigh,North Carolina,27604,South,Fur-Fu-10004270,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",46.15,3,0.2,12.11,8,November,2015,16,August,2015,-84,0.26
5759,Ca-2015-149300,2015-11-22,2015-11-23,First Class,Bh-11710,Brosina Hoffman,Consumer,United States,Hialeah,Florida,33012,South,Tec-Ma-10000423,Technology,Machines,Texas Instruments Ti-34 Scientific Calculator,32.98,3,0.5,-1.98,22,November,2015,23,November,2015,1,-0.06
5760,Us-2016-111528,2016-12-30,2016-12-30,Same Day,Jp-16135,Julie Prescott,Home Office,United States,Los Angeles,California,90032,West,Off-St-10001526,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart ,481.32,4,0.0,125.14,30,December,2016,30,December,2016,0,0.26
5761,Us-2016-111528,2016-12-30,2016-12-30,Same Day,Jp-16135,Julie Prescott,Home Office,United States,Los Angeles,California,90032,West,Off-Bi-10002194,Office Supplies,Binders,Cardinal Hold-It Cd Pocket,6.38,1,0.2,2.15,30,December,2016,30,December,2016,0,0.34
5762,Ca-2017-158169,2017-12-08,2017-08-15,First Class,Jm-16195,Justin Mackendrick,Consumer,United States,Lake Forest,California,92630,West,Off-Ap-10000828,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,542.94,3,0.0,152.02,8,December,2017,15,August,2017,-115,0.28
5763,Ca-2017-158169,2017-12-08,2017-08-15,First Class,Jm-16195,Justin Mackendrick,Consumer,United States,Lake Forest,California,92630,West,Fur-Fu-10001473,Furniture,Furnishings,Dax Wood Document Frame,54.92,4,0.0,19.77,8,December,2017,15,August,2017,-115,0.36
5764,Ca-2015-162047,2015-03-11,2015-05-11,First Class,Fh-14365,Fred Hopkins,Corporate,United States,Long Beach,New York,11561,East,Fur-Ch-10004983,Furniture,Chairs,Office Star - Mid Back Dual Function Ergonomic High Back Chair With 2-Way Adjustable Arms,1448.82,10,0.1,209.27,11,March,2015,11,May,2015,61,0.14
5765,Ca-2015-117772,2015-10-09,2015-12-09,Second Class,Mc-17575,Matt Collins,Consumer,United States,Seattle,Washington,98103,West,Off-St-10003994,Office Supplies,Storage,"Belkin 19"" Center-Weighted Shelf, Gray",353.88,6,0.0,17.69,9,October,2015,9,December,2015,61,0.05
5766,Us-2014-126340,2014-08-11,2014-11-14,Standard Class,Eb-13870,Emily Burns,Consumer,United States,Redding,California,96003,West,Tec-Ph-10004447,Technology,Phones,Toshiba Ipt2010-Sd Ip Telephone,333.58,3,0.2,25.02,11,August,2014,14,November,2014,95,0.08
5767,Ca-2016-149685,2016-08-10,2016-10-15,Standard Class,Pm-19135,Peter Mcvee,Home Office,United States,San Antonio,Texas,78207,Central,Off-La-10004545,Office Supplies,Labels,Avery 50,60.14,6,0.2,20.3,10,August,2016,15,October,2016,66,0.34
5768,Ca-2017-126396,2017-08-09,2017-12-09,Second Class,Ar-10345,Alex Russell,Corporate,United States,Houston,Texas,77070,Central,Tec-Ac-10003116,Technology,Accessories,Memorex Froggy Flash Drive 8 Gb,85.2,6,0.2,20.24,9,August,2017,9,December,2017,122,0.24
5769,Ca-2015-154900,2015-02-25,2015-01-03,Standard Class,Ss-20875,Sung Shariari,Consumer,United States,Leominster,Massachusetts,1453,East,Off-La-10001641,Office Supplies,Labels,Avery 518,3.15,1,0.0,1.51,25,February,2015,3,January,2015,-53,0.48
5770,Ca-2015-154900,2015-02-25,2015-01-03,Standard Class,Ss-20875,Sung Shariari,Consumer,United States,Leominster,Massachusetts,1453,East,Off-Pa-10002377,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",22.72,4,0.0,10.22,25,February,2015,3,January,2015,-53,0.45
5771,Ca-2015-103835,2015-09-24,2015-09-28,Standard Class,Sc-20440,Shaun Chance,Corporate,United States,Los Angeles,California,90032,West,Fur-Fu-10000010,Furniture,Furnishings,"Dax Value U-Channel Document Frames, Easel Back",14.91,3,0.0,4.62,24,September,2015,28,September,2015,4,0.31
5772,Ca-2015-103835,2015-09-24,2015-09-28,Standard Class,Sc-20440,Shaun Chance,Corporate,United States,Los Angeles,California,90032,West,Off-Ap-10002651,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,1158.12,4,0.0,335.85,24,September,2015,28,September,2015,4,0.29
5773,Ca-2015-158939,2015-11-26,2015-01-12,Standard Class,Ea-14035,Erin Ashbrook,Corporate,United States,Springfield,Missouri,65807,Central,Tec-Co-10002313,Technology,Copiers,Canon Pc1080F Personal Copier,599.99,1,0.0,234.0,26,November,2015,12,January,2015,-318,0.39
5774,Ca-2016-117408,2016-08-31,2016-06-09,Standard Class,Tp-21130,Theone Pippenger,Consumer,United States,Waco,Texas,76706,Central,Off-St-10001580,Office Supplies,Storage,Super Decoflex Portable Personal File,23.97,2,0.2,2.4,31,August,2016,9,June,2016,-83,0.1
5775,Ca-2016-142398,2016-12-04,2016-04-16,Standard Class,Bp-11290,Beth Paige,Consumer,United States,Los Angeles,California,90036,West,Fur-Ch-10001545,Furniture,Chairs,Hon Comfortask Task/Swivel Chairs,638.29,7,0.2,-31.91,4,December,2016,16,April,2016,-232,-0.05
5776,Ca-2016-142398,2016-12-04,2016-04-16,Standard Class,Bp-11290,Beth Paige,Consumer,United States,Los Angeles,California,90036,West,Off-Bi-10004826,Office Supplies,Binders,Jm Magazine Binder,13.21,1,0.2,4.62,4,December,2016,16,April,2016,-232,0.35
5777,Ca-2016-105277,2016-04-12,2016-08-12,Standard Class,Lm-17065,Liz Mackendrick,Consumer,United States,Auburn,New York,13021,East,Off-Bi-10000301,Office Supplies,Binders,Gbc Instant Report Kit,15.53,3,0.2,5.82,12,April,2016,12,August,2016,122,0.37
5778,Ca-2016-112060,2016-04-12,2016-09-12,Standard Class,Kt-16465,Kean Takahito,Consumer,United States,San Francisco,California,94109,West,Off-Pa-10000994,Office Supplies,Paper,Xerox 1915,104.85,1,0.0,50.33,12,April,2016,12,September,2016,153,0.48
5779,Ca-2014-105270,2014-11-11,2014-11-18,Standard Class,Ap-10915,Arthur Prichep,Consumer,United States,Los Angeles,California,90008,West,Off-Ar-10003156,Office Supplies,Art,50 Colored Long Pencils,30.48,3,0.0,7.92,11,November,2014,18,November,2014,7,0.26
5780,Ca-2014-105270,2014-11-11,2014-11-18,Standard Class,Ap-10915,Arthur Prichep,Consumer,United States,Los Angeles,California,90008,West,Fur-Ch-10000988,Furniture,Chairs,Hon Olson Stacker Stools,112.65,1,0.2,11.26,11,November,2014,18,November,2014,7,0.1
5781,Us-2015-159513,2015-02-04,2015-09-04,Standard Class,Jd-15790,John Dryer,Consumer,United States,Los Angeles,California,90049,West,Tec-Ma-10003329,Technology,Machines,"Vtech At&T Cl2940 Corded Speakerphone, Black",71.98,3,0.2,24.29,4,February,2015,4,September,2015,212,0.34
5782,Ca-2015-155586,2015-12-12,2015-12-16,Second Class,Xp-21865,Xylona Preis,Consumer,United States,Chico,California,95928,West,Off-Ar-10001547,Office Supplies,Art,Newell 311,2.21,1,0.0,0.6,12,December,2015,16,December,2015,4,0.27
5783,Ca-2015-155586,2015-12-12,2015-12-16,Second Class,Xp-21865,Xylona Preis,Consumer,United States,Chico,California,95928,West,Off-En-10003072,Office Supplies,Envelopes,Peel & Seel Envelopes,15.52,4,0.0,7.45,12,December,2015,16,December,2015,4,0.48
5784,Ca-2015-155586,2015-12-12,2015-12-16,Second Class,Xp-21865,Xylona Preis,Consumer,United States,Chico,California,95928,West,Off-Pa-10000726,Office Supplies,Paper,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" X 7""",36.44,4,0.0,16.4,12,December,2015,16,December,2015,4,0.45
5785,Ca-2017-141117,2017-02-10,2017-08-10,Standard Class,Jk-16090,Juliana Krohn,Consumer,United States,Springfield,Oregon,97477,West,Fur-Bo-10001972,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase In Odessa Pine,217.76,6,0.7,-384.72,10,February,2017,10,August,2017,181,-1.77
5786,Ca-2017-141117,2017-02-10,2017-08-10,Standard Class,Jk-16090,Juliana Krohn,Consumer,United States,Springfield,Oregon,97477,West,Off-Su-10004664,Office Supplies,Supplies,Acme Softgrip Scissors,39.07,6,0.2,4.4,10,February,2017,10,August,2017,181,0.11
5787,Ca-2017-141117,2017-02-10,2017-08-10,Standard Class,Jk-16090,Juliana Krohn,Consumer,United States,Springfield,Oregon,97477,West,Off-Bi-10003676,Office Supplies,Binders,"Gbc Standard Recycled Report Covers, Clear Plastic Sheets",22.64,7,0.7,-16.6,10,February,2017,10,August,2017,181,-0.73
5788,Ca-2017-141117,2017-02-10,2017-08-10,Standard Class,Jk-16090,Juliana Krohn,Consumer,United States,Springfield,Oregon,97477,West,Off-Ar-10003727,Office Supplies,Art,Berol Giant Pencil Sharpener,95.14,7,0.2,10.7,10,February,2017,10,August,2017,181,0.11
5789,Ca-2017-115070,2017-10-04,2017-04-14,Second Class,Mg-18205,Mitch Gastineau,Corporate,United States,Jacksonville,Florida,32216,South,Fur-Fu-10003829,Furniture,Furnishings,Stackable Trays,12.32,5,0.2,1.85,4,October,2017,14,April,2017,-173,0.15
5790,Ca-2017-115070,2017-10-04,2017-04-14,Second Class,Mg-18205,Mitch Gastineau,Corporate,United States,Jacksonville,Florida,32216,South,Off-Bi-10003712,Office Supplies,Binders,"Acco Pressboard Covers With Storage Hooks, 14 7/8"" X 11"", Light Blue",4.42,3,0.7,-3.09,4,October,2017,14,April,2017,-173,-0.7
5791,Ca-2017-140186,2017-09-29,2017-02-10,First Class,Pg-18820,Patrick Gardner,Consumer,United States,Bakersfield,California,93309,West,Off-Fa-10002280,Office Supplies,Fasteners,Advantus Plastic Paper Clips,35.0,7,0.0,16.8,29,September,2017,10,February,2017,-231,0.48
5792,Ca-2017-140186,2017-09-29,2017-02-10,First Class,Pg-18820,Patrick Gardner,Consumer,United States,Bakersfield,California,93309,West,Fur-Ch-10002961,Furniture,Chairs,"Leather Task Chair, Black",72.78,1,0.2,0.0,29,September,2017,10,February,2017,-231,0.0
5793,Ca-2017-140186,2017-09-29,2017-02-10,First Class,Pg-18820,Patrick Gardner,Consumer,United States,Bakersfield,California,93309,West,Off-Ap-10002578,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone And Remote",97.84,2,0.0,25.44,29,September,2017,10,February,2017,-231,0.26
5794,Ca-2017-140186,2017-09-29,2017-02-10,First Class,Pg-18820,Patrick Gardner,Consumer,United States,Bakersfield,California,93309,West,Fur-Fu-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",51.75,1,0.0,15.52,29,September,2017,10,February,2017,-231,0.3
5795,Ca-2017-140186,2017-09-29,2017-02-10,First Class,Pg-18820,Patrick Gardner,Consumer,United States,Bakersfield,California,93309,West,Off-Bi-10003364,Office Supplies,Binders,Binding Machine Supplies,46.67,2,0.2,16.34,29,September,2017,10,February,2017,-231,0.35
5796,Ca-2014-124856,2014-09-29,2014-03-10,Second Class,Ld-17005,Lisa Decherney,Consumer,United States,New York City,New York,10011,East,Off-St-10002615,Office Supplies,Storage,"Dual Level, Single-Width Filing Carts",1395.54,9,0.0,362.84,29,September,2014,10,March,2014,-203,0.26
5797,Ca-2014-124856,2014-09-29,2014-03-10,Second Class,Ld-17005,Lisa Decherney,Consumer,United States,New York City,New York,10011,East,Fur-Fu-10000521,Furniture,Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock",117.36,4,0.0,36.38,29,September,2014,10,March,2014,-203,0.31
5798,Ca-2014-124856,2014-09-29,2014-03-10,Second Class,Ld-17005,Lisa Decherney,Consumer,United States,New York City,New York,10011,East,Off-La-10000121,Office Supplies,Labels,Avery 48,18.9,3,0.0,8.69,29,September,2014,10,March,2014,-203,0.46
5799,Ca-2014-124856,2014-09-29,2014-03-10,Second Class,Ld-17005,Lisa Decherney,Consumer,United States,New York City,New York,10011,East,Off-Pa-10001289,Office Supplies,Paper,White Computer Printout Paper By Universal,77.52,2,0.0,37.98,29,September,2014,10,March,2014,-203,0.49
5800,Ca-2014-166716,2014-08-20,2014-08-25,Second Class,Cr-12730,Craig Reiter,Consumer,United States,Chicago,Illinois,60610,Central,Fur-Ch-10004495,Furniture,Chairs,"Global Leather And Oak Executive Chair, Black",421.37,2,0.3,-6.02,20,August,2014,25,August,2014,5,-0.01
5801,Ca-2014-123225,2014-11-07,2014-07-14,First Class,Mn-17935,Michael Nguyen,Consumer,United States,El Paso,Texas,79907,Central,Tec-Ph-10000895,Technology,Phones,Polycom Vvx 310 Voip Phone,575.97,4,0.2,43.2,7,November,2014,14,July,2014,-116,0.08
